pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,Q6_1,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
71,1,1,,1,1,1,5,4,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,11,2,1,5,1,10,1,4,6,,6,4,,,,,11,3,1,,,,,,,,,,,2,,,2,,,,,,6,,,3,2,0,3,2,3,2,0,3,2,1,2,,,,,,,,,11,,,,,,,,,,2,1,11,11002,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,5,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,726.96,1,544.87,1,145.39,3,108.97,3,145.39,,,3,,,108.97,,,3,,,,1.40,112.06,112.06,0.00,0.00,182.09,0.00,0.00,0.00,0.00,11.21,21.01,0.00,0.00,0.00,0.00,280.14,7.00,0.00,0.00,0.00,0.00,,1,3,4,1,1,3,1,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,1,2,3,,,,,,,,,,,34.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2,5,4,5,5,,,,,,,,,5,,,,,,5,4,4,4,4,3,4,4,4,4,,5,4,1,1,1,,2,2,1,1,1,1351.39,,,,1351.39
73,2,2,5,1,2,2,5,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,4,1,3,4,1,,,6,,,6,,,,3,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,,,,,,,,,13,,,,,,,,3,1,13,26503,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,5,6,6,6,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,5,,,,,,,,5,,,,,,,1498.17,2,934.50,1,249.70,3,155.75,3,249.70,,,3,,,155.75,,,3,,,,0.00,222.50,370.83,0.00,563.67,0.00,0.00,0.00,0.00,0.00,0.00,37.08,0.00,0.00,7.42,0.00,222.50,0.00,0.00,74.17,0.00,0.00,,1,4,4,1,4,1,1,1,1,1,1,3,1,1,2,1,4,1,1,3,1,1,1,2,,4,,,,,,10,,,,30.00,20.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,6,3,7,4,5,4,5,,,,,,,,,,5,,,,5,5,5,4,4,5,5,4,5,4,,5,4,1,1,8,,2,2,2,2,1,207.52,,,,207.52
76,3,3,5,3,1,8,11,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,15,1,2,3,8,,2,,,,,,,,,,11,4,,,,,,,,,,,,,,,2,,2,,4,,,,,4,3,0,4,3,3,3,0,3,3,1,2,3,,,,,,,,,,,,,16,,,,,3,16,1,41527,,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,,,3,1,2,4,5,5,5,4,,,0,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,4,,,0,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2170.56,3,2170.56,3,434.11,4,434.11,4,,,434.1,,,4,,,434.11,,,4,1130.50,16.15,,32.30,22.61,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,969.00,0.00,0.00,0.00,0.00,,5,1,,3,2,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,,4,,,,,,,,,,33.00,34.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,7,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,4,3,5,5,5,5,5,5,1,1,3,,2,5,1,3,3,754.03,,,,754.03
77,3,3,5,3,1,11,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,16,2,3,2,3,,2,,,,,,,,,,11,6,,,,,,,,,,,,,,,2,,2,,4,,,,,4,3,0,4,3,3,3,0,3,3,1,2,3,,,,,,,,,,,,,16,,,,,16,1,2,42507,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,5,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1356.60,2,1356.60,2,271.32,3,271.32,3,,,271.3,,,3,,,271.32,,,3,1117.20,15.96,,31.92,31.92,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.60,0.00,0.00,0.00,0.00,,5,1,,3,3,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,3,,,,,,,,,,,33.00,34.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2,7,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,,1,3,1,3,3,647.73,,,,647.73
78,3,3,5,1,1,2,10,8,1,5,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,5,3,4,1,,,,5,,,5,,,,6,1,,,,,,,,,,,1,0,0,2,,,,4,,,,,2,1,0,2,1,2,1,0,2,1,,2,3,,5,,,,,,,,,,,,,,,,2,3,5,42010,,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,,,3,1,2,4,5,5,5,4,,,0,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,4,,,0,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,765.00,1,567.02,1,153.00,3,113.40,3,153.00,,,3,,,113.40,,,3,,,,0.09,215.97,62.99,0.00,0.00,197.98,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,179.98,18.00,0.00,0.00,0.00,71.99,,1,4,3,1,1,3,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,7,3,5,,5,5,,5,,,,,,,,,,,,5,3,5,4,4,5,4,5,5,5,4,5,5,1,1,9,,2,5,1,3,1,267.13,,,,267.13
79,1,1,,3,1,4,5,1,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,3,7,3,4,5,2,1,4,,5,6,,,,,11,5,,,,,,,,,,,,,,,2,,2,,,5,6,,,27,26,2,25,24,3,3,2,3,3,1,2,3,,5,,7,,,,,,,,,,,,,,7,5,2,47051,,,,,,,,,,,,,9,,,,13,,,,,,,,,,6,,,,2,,,2,4,5,5,5,,,,,,,,,0,,,,4,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,0,,,,4,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1033.60,2,1033.60,2,206.72,3,206.72,3,,,206.7,,,3,,,206.72,,,3,565.25,19.38,,29.07,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,419.90,0.00,0.00,0.00,0.00,,4,1,,2,1,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,,,,,,,,,,,,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3,6,5,4,4,4,,5,,5,,,,,,,,,,3,5,5,4,4,5,5,5,5,5,5,5,5,1,1,3,,2,4,1,1,3,784.28,,,,784.28
80,1,1,,3,1,8,3,1,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,16,2,5,5,4,1,2,,,,,,,,,,11,5,,,,,,,,,,,,,,,2,,,3,,5,,,,5,4,0,5,4,3,3,0,3,3,,2,3,,5,,,,,,,,,,,16,,,,,16,2,,42506,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,1,,,1,,4,5,5,5,4,,0,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,4,,0,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2164.10,3,2164.10,3,432.82,4,432.82,4,,,432.8,,,4,,,432.82,,,4,1139.00,16.27,,0.00,32.54,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,976.29,0.00,0.00,0.00,0.00,,5,1,,1,3,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,3,,,,,,,,,,,34.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,7,,5,,5,5,,5,,,,,,,,,,,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1,3,,1,2,1,1,3,829.98,,,,829.98
81,1,1,,3,1,1,4,8,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,16,2,1,3,4,,2,1,,,1,,,,,,11,6,,,,,,,,,,,,,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,,,5,,7,,,,,,,,,16,,,,,16,2,1,11012,,,,,,,3,4,,,,,,,,,,,,,,,,3,4,,,,,,,3,1,2,4,5,5,5,,,3,1,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2164.10,3,2164.10,3,432.82,4,432.82,4,,,432.8,,,4,,,432.82,,,4,1139.00,16.27,,0.00,32.54,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,976.29,0.00,0.00,0.00,0.00,,5,1,,1,3,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,3,,,,,,,,,,,33.00,34.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,3,5,5,5,,,5,,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,,2,3,1,1,3,607.02,,,,607.02
84,1,1,,3,1,4,5,7,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,4,1,4,5,1,,6,2,,,,,11,5,,,,,,,,,,,,,,,2,,,,,5,6,7,,27,26,2,25,24,3,3,2,3,3,1,2,3,,5,,7,,,,,12,,,,,,,,,2,5,7,26508,,,,,,,,,,,,,9,,,,13,,,,,,,,,,6,,,,2,,,2,4,5,5,5,,,,,,,,,0,,,,4,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,0,,,,4,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,969.00,1,969.00,1,193.80,3,193.80,3,,,193.8,,,3,,,193.80,,,3,612.00,0.00,,17.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,0.00,0.00,0.00,0.00,,4,1,,2,1,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,,4,,,,,,,,,,33.00,34.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,7,4,4,4,5,,5,,5,,,,,5,,,,,5,2,5,5,4,5,5,5,5,5,5,5,5,1,1,3,,2,5,1,1,3,754.03,,,,754.03
85,1,1,,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,8,3,2,,1,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,18,,,18,1,,11001,,,,,1,,,,,,7,,9,,,,,,,,,1,,,,5,6,,,,,3,1,2,7,8,8,8,2,,,,,,1,,4,,,,,,,,,3,,,,,,2,,5,,,,,,,,,2,,,,,,1,,4,,,,,,,,,3,,,,,,2,,5,,,,,,,,,1,,,,,,1,,1,,,,,,,,,1,,,,,,,,,7,,,,,,,,7,,,,,,,,3831.45,4,1648.91,2,478.93,4,206.11,3,478.93,,,4,,,206.11,,,3,,,,1.09,1091.27,545.64,0.00,0.00,2182.54,0.00,0.00,0.00,0.00,10.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,5,,,,,,,,,,,,,,,,4,3,4,5,4,5,5,4,5,4,,4,3,1,1,97,,1,2,3,1,1,1210.29,,,,1210.29
86,3,3,5,1,1,5,2,,1,6,5,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,6,10,2,4,,,,,,,,,,11,3,,,,,,,,,,,99,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,,,,,,,,,,,,,,,,1,2,3,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,7,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,4333.80,4,4018.28,4,619.11,5,574.04,5,619.11,,,5,,,574.04,,,5,,,,0.70,175.29,210.34,35.06,0.00,315.52,0.00,0.00,0.00,0.00,35.06,35.06,0.00,0.00,0.00,0.00,3505.74,21.03,0.00,0.00,0.00,0.00,,1,3,4,3,1,4,1,1,1,1,3,3,1,1,1,1,4,2,1,1,1,1,1,2,3,,,,,,,,,,,34.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3,5,5,5,5,5,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1,1,1,,1,2,1,3,1,1049.50,,,,1049.50
87,3,3,5,1,1,3,9,7,5,1,4,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,8,11,,9,6,,1,,,,5,,,1,,,,1,1,,,,,,7,,,,,2,,,2,,,3,,5,,,,3,2,0,3,2,3,2,0,3,2,1,,3,,,,,8,,,,12,,,,16,,,,,16,8,1,42505,,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,,,3,1,2,5,6,6,6,5,,,0,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,,,5,,,0,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,866.76,1,589.44,1,144.46,3,98.24,2,144.46,,,3,,,98.24,,,2,,,,0.14,166.39,277.32,0.00,0.00,277.32,0.00,0.00,0.00,0.00,27.73,0.00,0.00,0.00,0.00,0.00,27.73,20.80,0.00,0.00,0.00,69.33,,1,3,4,1,1,4,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,3,,,,,,,,,,,34.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2,5,5,5,,5,,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,,5,5,1,1,1,,2,2,1,3,1,1351.39,,,,1351.39
89,4,4,5,1,2,3,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,3,6,4,,,,,,,,,,11,4,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,,,,,,,,,,,,,,,,,3,1,2,11001,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,1,,,1,,10,11,11,11,0,,10,,,,,,,,,,,,,,,2,,11,,,,,,,,,,,,,,,0,,10,,,,,,,,,,,,,,,2,,11,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,10,,,,,,,,10,,1537.80,2,1171.66,2,139.80,3,106.51,3,139.80,,,3,,,106.51,,,3,,,,0.00,0.00,292.91,146.46,0.00,366.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732.29,0.00,0.00,0.00,0.00,0.00,,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,3,,,,,,,,,,,34.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,5,6,5,5,5,5,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1,1,1,,2,5,2,4,1,1407.14,,,,1407.14
91,3,3,5,1,4,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,4,,,,,11,4,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,,,,,,,,,,,,,,,19,,3,2,1,11506,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,1,,79,80,,12,0,79,,,,,,,,,,,,,,,,5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,79,,,,,,,,,4194.00,4,3904.86,4,,,,,,,,,,,,,,,,,,1.45,1301.14,1445.71,144.57,0.00,289.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,867.43,144.57,0.00,0.00,0.00,0.00,,1,5,4,4,1,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,2,3,,,,,,,,,,,34.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2,5,4,5,5,5,,,,,,,,,,,,,,4,4,5,5,5,5,5,5,5,5,,5,5,1,1,1,,2,2,4,3,1,1351.39,,,,1351.39
92,1,1,,1,1,1,3,,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,8,2,,5,11,1,3,5,1,,10,6,4,2,,,,3,1,,,,,,,,,,,1,0,0,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,,2,,,5,,,8,,,11,12,,,,,,,,,2,8,5,42001,,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,,,3,1,2,4,5,5,5,4,,,0,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,4,,,0,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1440.00,2,1159.16,2,288.00,3,231.83,3,288.00,,,3,,,231.83,,,3,,,,0.01,175.52,175.52,0.00,0.00,280.84,0.00,0.00,0.00,0.00,14.04,14.04,0.00,0.00,0.00,0.00,702.09,7.72,0.00,0.00,0.00,70.21,,1,3,4,1,1,4,1,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,4,,5,,5,,,5,,,5,,,5,5,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,9,,1,3,1,1,1,651.43,,,,651.43
93,1,1,,1,4,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,11,3,,,3,,,,,,,,,2,,,2,,,,,,6,,,3,2,0,3,2,3,2,0,3,2,1,2,3,4,5,6,,,,,,,,,,16,,,,,1,16,3,45502,,,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,,2,,,2,6,7,7,7,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,6,,,,,,,,6,,,978.60,1,769.20,1,139.80,3,109.89,3,139.80,,,3,,,109.89,,,3,,,,1.40,279.20,279.20,69.80,0.00,209.40,0.00,0.00,0.00,0.00,69.80,0.00,0.00,0.00,0.00,0.00,69.80,0.00,0.00,0.00,0.00,0.00,,1,4,4,3,1,4,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,2,,,5,,,,,,,,,34.00,33.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3,5,4,5,4,5,4,4,4,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,,5,5,1,1,1,,1,2,4,1,1,1049.50,,,,1049.50
